Name,Team,League,Age,Goals,Assists,ProgP,SoT,G/Sh,SCA,PassesPA,KP,Creation Rank,Scoring Rank
Luis Fernando Fuentes,América,LigaMX,37,0,0,46,0,0.0,11,7,4,934.0,1389.0
Luis García,Puebla,LigaMX,30,0,0,7,0,0.0,8,5,5,1299.0,1389.0
Luis Iturbide,Cruz Azul,LigaMX,21,0,0,0,2,0.0,0,0,0,2149.5,1118.0
Luis Olivas,Mazatlán,LigaMX,23,0,0,33,3,0.0,12,3,2,1248.5,1061.5
Luis Ricardo Reyes,Atlas,LigaMX,32,0,2,60,1,0.0,49,15,29,188.5,1213.5
Luis Romo,Monterrey,LigaMX,28,0,2,139,3,0.0,42,30,18,127.0,1061.5
Luis Sánchez,Pachuca,LigaMX,23,0,0,2,0,0,0,0,0,2056.0,1389.0
Luis Ángel Malagón,América,LigaMX,26,0,0,0,0,0,0,0,0,2149.5,1389.0
Luís Cervantes,León,LigaMX,22,0,0,3,0,0,1,0,0,2039.0,1389.0
Léo Bonatini,Atlético,LigaMX,29,5,0,16,9,0.17,21,3,6,1206.0,184.5
Marcel Ruiz,Toluca,LigaMX,23,1,4,80,9,0.04,31,11,12,236.5,451.5
Marcelo Flores,UANL,LigaMX,20,1,0,5,2,0.17,5,1,1,1775.0,523.5
Marco García,Querétaro,LigaMX,23,0,1,18,1,0.0,12,2,6,969.0,1213.5
Marco González,Querétaro,LigaMX,21,0,0,0,0,0,0,0,0,2149.5,1389.0
Marco Hernández,UNAM,LigaMX,18,0,0,0,0,0,0,0,0,2149.5,1389.0
Marino Hinestroza,Pachuca,LigaMX,21,1,1,20,5,0.05,44,6,15,649.5,502.5
Mario Osuna,FC Juárez,LigaMX,35,0,0,11,0,0.0,5,1,2,1583.5,1389.0
Martín Barragán,Puebla,LigaMX,32,0,0,20,11,0.0,30,2,9,1166.0,904.0
Mateo García,Atlas,LigaMX,27,0,0,26,3,0.0,15,7,5,1007.5,1061.5
Mateo Klimowicz,Atlético,LigaMX,23,1,0,22,12,0.04,25,7,10,930.5,422.5
Mauricio Isais,Toluca,LigaMX,22,0,0,24,1,0.0,7,4,1,1338.5,1213.5
Mauro Laínez,América,LigaMX,27,0,0,1,0,0,1,1,1,1848.5,1389.0
Mauro Laínez,América,LigaMX,27,0,0,1,0,0,1,5,5,1412.5,1389.0
Mauro Laínez,América,LigaMX,27,0,0,1,0,0,10,1,1,1848.5,1389.0
Mauro Laínez,América,LigaMX,27,0,0,1,0,0,10,5,5,1412.5,1389.0
Mauro Laínez,América,LigaMX,27,0,0,1,1,0.0,1,1,1,1848.5,1213.5
Mauro Laínez,América,LigaMX,27,0,0,1,1,0.0,1,5,5,1412.5,1213.5
Mauro Laínez,América,LigaMX,27,0,0,1,1,0.0,10,1,1,1848.5,1213.5
Mauro Laínez,América,LigaMX,27,0,0,1,1,0.0,10,5,5,1412.5,1213.5
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,0,0,1,1,1,1651.0,1389.0
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,0,0,1,5,5,1215.0,1389.0
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,0,0,10,1,1,1651.0,1389.0
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,0,0,10,5,5,1215.0,1389.0
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,1,0.0,1,1,1,1651.0,1213.5
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,1,0.0,1,5,5,1215.0,1213.5
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,1,0.0,10,1,1,1651.0,1213.5
Mauro Laínez,Querétaro,LigaMX,27,0,0,11,1,0.0,10,5,5,1215.0,1213.5
Mauro Manotas,Atlas,LigaMX,28,0,0,2,2,0.0,4,0,2,1881.0,1118.0
Maximiliano Araújo,Toluca,LigaMX,23,2,1,62,10,0.09,43,23,18,269.5,319.0
Maximiliano Meza,Monterrey,LigaMX,31,3,4,84,9,0.08,52,25,23,75.5,298.5
Maximiliano Silvera,Necaxa,LigaMX,26,0,0,1,1,0.0,3,0,0,2091.5,1213.5
Michael Santos,FC Juárez,LigaMX,30,1,0,9,4,0.07,12,2,2,1542.0,520.0
Miguel Barbieri,Querétaro,LigaMX,30,0,0,15,3,0.0,12,1,2,1539.0,1061.5
Miguel Jiménez Ponce,Guadalajara,LigaMX,33,0,0,0,0,0,1,0,1,2042.0,1389.0
Miguel Layún,América,LigaMX,35,0,0,24,2,0.0,9,4,7,1068.5,1118.0
Miguel Rodríguez,Pachuca,LigaMX,20,0,1,48,4,0.0,48,12,28,332.0,1017.5
Miguel Sansores,Puebla,LigaMX,32,1,1,10,2,0.25,7,2,6,1067.5,474.5
Miguel Sansores,Puebla,LigaMX,32,1,1,10,2,0.25,7,0,0,1638.5,474.5
Miguel Sansores,Puebla,LigaMX,32,1,1,10,2,0.25,0,2,6,1067.5,474.5
Miguel Sansores,Puebla,LigaMX,32,1,1,10,2,0.25,0,0,0,1638.5,474.5
Miguel Sansores,Puebla,LigaMX,32,1,1,10,1,0.0,7,2,6,1067.5,957.0
Miguel Sansores,Puebla,LigaMX,32,1,1,10,1,0.0,7,0,0,1638.5,957.0
Miguel Sansores,Puebla,LigaMX,32,1,1,10,1,0.0,0,2,6,1067.5,957.0
Miguel Sansores,Puebla,LigaMX,32,1,1,10,1,0.0,0,0,0,1638.5,957.0
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,2,0.25,7,2,6,1520.5,731.0
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,2,0.25,7,0,0,2091.5,731.0
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,2,0.25,0,2,6,1520.5,731.0
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,2,0.25,0,0,0,2091.5,731.0
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,1,0.0,7,2,6,1520.5,1213.5
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,1,0.0,7,0,0,2091.5,1213.5
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,1,0.0,0,2,6,1520.5,1213.5
Miguel Sansores,Mazatlán,LigaMX,32,0,0,1,1,0.0,0,0,0,2091.5,1213.5
Misael Domínguez,Necaxa,LigaMX,24,0,0,19,0,0,10,9,6,1012.0,1389.0
Moises,Cruz Azul,LigaMX,27,1,1,30,7,0.05,32,6,12,597.5,463.0
Moises Castillo,FC Juárez,LigaMX,22,0,1,30,1,0.0,6,0,2,1267.5,1213.5
Nahuel Guzmán,UANL,LigaMX,37,0,0,0,0,0,2,0,0,2149.5,1389.0
Nathan Silva,UNAM,LigaMX,26,2,1,73,4,0.22,19,5,5,619.5,321.0
Nicolás Benedetti,Mazatlán,LigaMX,26,2,3,29,4,0.07,25,9,14,410.5,447.0
Nicolás Cordero,Querétaro,LigaMX,24,1,1,3,2,0.1,5,0,2,1585.0,583.0
Nicolás Díaz Huincales,Tijuana,LigaMX,24,0,0,49,4,0.0,16,4,3,1069.5,1017.5
Nicolás Ibáñez,UANL,LigaMX,29,6,1,10,15,0.23,18,1,7,1125.5,88.5
Nicolás López,UANL,LigaMX,30,0,0,6,0,0.0,3,5,2,1463.0,1389.0
Nicolás López,UANL,LigaMX,30,0,0,6,0,0.0,3,15,25,961.5,1389.0
Nicolás López,UANL,LigaMX,30,0,0,6,0,0.0,44,5,2,1463.0,1389.0
Nicolás López,UANL,LigaMX,30,0,0,6,0,0.0,44,15,25,961.5,1389.0
Nicolás López,UANL,LigaMX,30,0,0,6,13,0.07,3,5,2,1463.0,642.5
Nicolás López,UANL,LigaMX,30,0,0,6,13,0.07,3,15,25,961.5,642.5
Nicolás López,UANL,LigaMX,30,0,0,6,13,0.07,44,5,2,1463.0,642.5
Nicolás López,UANL,LigaMX,30,0,0,6,13,0.07,44,15,25,961.5,642.5
Nicolás López,León,LigaMX,30,3,1,28,0,0.0,3,5,2,921.0,1018.5
Nicolás López,León,LigaMX,30,3,1,28,0,0.0,3,15,25,419.5,1018.5
Nicolás López,León,LigaMX,30,3,1,28,0,0.0,44,5,2,921.0,1018.5
Nicolás López,León,LigaMX,30,3,1,28,0,0.0,44,15,25,419.5,1018.5
Nicolás López,León,LigaMX,30,3,1,28,13,0.07,3,5,2,921.0,272.0
Nicolás López,León,LigaMX,30,3,1,28,13,0.07,3,15,25,419.5,272.0
Nicolás López,León,LigaMX,30,3,1,28,13,0.07,44,5,2,921.0,272.0
Nicolás López,León,LigaMX,30,3,1,28,13,0.07,44,15,25,419.5,272.0
Néstor Araujo,América,LigaMX,32,0,0,5,0,0,3,0,1,1910.5,1389.0
Néstor Vidrio,Mazatlán,LigaMX,34,0,0,5,0,0,3,0,1,1910.5,1389.0
Omar Campos,Santos,LigaMX,21,0,1,56,2,0.0,31,5,13,513.0,1118.0
Omar Fernández Frasica,León,LigaMX,30,1,1,28,3,0.33,16,12,10,555.0,393.0
Omar Govea,Monterrey,LigaMX,27,0,3,78,2,0.0,24,8,12,287.0,1118.0
Omar Israel Mendoza,Querétaro,LigaMX,35,0,0,36,2,0.0,21,9,5,927.5,1118.0
Omar Moreno,Mazatlán,LigaMX,18,0,0,1,1,0.0,3,2,0,1870.5,1213.5
Oscar Jiménez,América,LigaMX,35,0,0,0,0,0,0,0,0,2149.5,1389.0
Oscar Villa,León,LigaMX,22,0,0,0,0,0,1,0,0,2149.5,1389.0
Osvaldo Rodríguez del Portal,León,LigaMX,27,1,0,37,3,0.1,22,6,6,939.5,526.5
Oussama Idrissi,Pachuca,LigaMX,27,1,1,15,1,0.17,14,6,5,857.0,619.0
Owen González,Pachuca,LigaMX,20,0,0,6,0,0.0,7,1,3,1626.0,1389.0
Ozziel Herrera,UANL,LigaMX,22,3,1,9,4,0.33,9,2,3,1200.5,235.0
Pablo Barrera,Querétaro,LigaMX,36,2,4,55,6,0.06,63,24,44,99.5,398.0
Pablo Bennevendo Peña,UNAM,LigaMX,24,0,2,35,0,0.0,19,12,10,435.5,1389.0
Pablo González Díaz,Puebla,LigaMX,31,0,0,62,1,0.0,23,1,8,1065.0,1213.5
Pablo Monroy,UNAM,LigaMX,21,0,0,33,1,0.0,7,3,2,1248.5,1213.5
Pablo Ortiz,Querétaro,LigaMX,21,0,1,5,0,0,2,1,1,1496.0,1389.0
Paolo Yrizar,Querétaro,LigaMX,26,0,0,0,0,0,1,0,0,2149.5,1389.0
Patricio Salas,América,LigaMX,19,0,0,2,1,0.0,2,0,0,2056.0,1213.5
Paul Bellón,León,LigaMX,26,1,0,12,2,0.25,3,0,0,1878.0,474.5
Paulino,Pachuca,LigaMX,26,0,0,9,0,0.0,4,0,3,1700.5,1389.0
Pavel Pérez,Guadalajara,LigaMX,25,0,1,5,1,0.0,6,1,5,1285.5,1213.5
Pedro Aquino,Santos,LigaMX,28,1,2,77,1,0.25,23,4,11,445.5,570.0
Pedro Pedraza,Pachuca,LigaMX,23,0,0,23,0,0.0,7,2,4,1274.5,1389.0
Pedro Raul,Toluca,LigaMX,27,2,0,11,6,0.1,19,4,6,1219.0,349.0
Rafael Carioca,UANL,LigaMX,34,1,3,115,3,0.13,38,13,15,198.5,499.0
Rafael Fernández,Tijuana,LigaMX,23,0,0,13,1,0.0,7,3,3,1343.5,1213.5
Rafael Guerrero,Cruz Azul,LigaMX,20,0,0,26,0,0.0,5,3,1,1357.5,1389.0
Ramiro Árciga,Mazatlán,LigaMX,19,0,0,2,3,0.0,2,1,1,1813.0,1061.5
Ramón Juárez,América,LigaMX,22,0,0,8,1,0.0,3,0,0,1957.0,1213.5
Ramón Pasquel,FC Juárez,LigaMX,27,0,0,0,0,0,0,0,0,2149.5,1389.0
Raymundo Fulgencio,UANL,LigaMX,23,2,1,18,4,0.17,18,6,8,746.5,350.0
Raymundo Rubio,Cruz Azul,LigaMX,22,0,0,0,0,0,0,0,0,2149.5,1389.0
Raúl Camacho,Mazatlán,LigaMX,21,0,0,3,1,0.0,6,0,2,1864.0,1213.5
Raúl Gudiño,Necaxa,LigaMX,27,0,0,0,0,0,2,0,0,2149.5,1389.0
Raúl López Gómez,Santos,LigaMX,30,0,0,32,2,0.0,10,7,6,939.0,1118.0
Raúl Martínez,Guadalajara,LigaMX,20,0,0,10,0,0.0,0,0,0,1917.5,1389.0
Raúl Sandoval,Querétaro,LigaMX,23,1,0,21,2,0.09,28,13,16,828.0,596.0
René López,Pachuca,LigaMX,22,0,0,4,0,0,0,0,0,2030.5,1389.0
Ricardo Chávez Soto,Atlético,LigaMX,29,1,1,60,3,0.06,38,14,18,329.5,575.5
Ricardo Gutiérrez,Mazatlán,LigaMX,26,0,0,0,0,0,0,0,0,2149.5,1389.0
Ricardo Marín,Guadalajara,LigaMX,25,4,1,20,6,0.16,21,9,13,613.0,238.0
Ricardo Monreal,Necaxa,LigaMX,22,2,3,13,6,0.2,29,4,16,656.5,265.0
Ricardo Rentería,Monterrey,LigaMX,21,0,0,0,0,0,0,0,0,2149.5,1389.0
Richard Sánchez,América,LigaMX,27,1,4,88,2,0.1,45,27,20,75.0,583.0
Robert Ergas,UNAM,LigaMX,25,0,1,16,1,0.0,13,3,10,846.5,1213.5
Robert Morales,Toluca,LigaMX,24,3,1,16,10,0.15,20,4,8,837.5,219.0
Roberto Alvarado,Guadalajara,LigaMX,25,6,1,81,9,0.1,65,19,31,203.0,229.5
Roberto Meraz,Mazatlán,LigaMX,24,0,0,6,0,0,1,0,0,1999.0,1389.0
Roberto de la Rosa,Pachuca,LigaMX,24,1,1,28,10,0.03,29,9,15,529.5,446.0
Rodolfo Cota,León,LigaMX,36,0,0,0,0,0,2,0,0,2149.5,1389.0
Rodrigo Aguirre,Monterrey,LigaMX,29,0,0,8,3,0.0,4,3,1,1566.0,1061.5
Rodrigo Dourado,Atlético,LigaMX,29,1,1,82,4,0.17,25,3,12,552.5,423.0
Rodrigo Godínez,Tijuana,LigaMX,31,0,0,7,0,0,3,0,1,1870.5,1389.0
Rodrigo Huescas,Cruz Azul,LigaMX,20,0,4,39,0,0.0,29,14,19,258.0,1389.0
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,5,2,0,1757.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,5,0,0,1978.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,0,2,0,1757.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,0,0,0,1978.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,5,2,0,1757.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,5,0,0,1978.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,0,2,0,1757.0,1213.5
Rodrigo López,Querétaro,LigaMX,36,0,0,7,1,0.0,0,0,0,1978.0,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,5,2,0,1928.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,5,0,0,2149.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,0,2,0,1928.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,0,0,0,2149.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,5,2,0,1928.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,5,0,0,2149.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,0,2,0,1928.5,1213.5
Rodrigo López,UNAM,LigaMX,22,0,0,0,1,0.0,0,0,0,2149.5,1213.5
Rodrigo Parra,Tijuana,LigaMX,20,0,0,3,0,0,1,0,0,2039.0,1389.0
Rogelio Cortéz Pineda,Necaxa,LigaMX,19,1,0,5,1,0.33,4,0,3,1780.5,545.0
Rogelio Funes Mori,Monterrey,LigaMX,32,6,2,21,11,0.26,19,7,6,659.0,93.5
Román Martínez,América,LigaMX,21,0,0,0,2,0.0,3,1,1,1906.5,1118.0
Ronaldo Cisneros,Guadalajara,LigaMX,27,2,0,0,4,0.15,5,0,1,2042.0,363.5
Ronaldo Prieto,Santos,LigaMX,26,0,0,8,0,0.0,7,2,2,1561.0,1389.0
S. González,Puebla,LigaMX,20,0,0,0,0,0,0,0,0,2149.5,1389.0
Sait Tlaxcalteco,Toluca,LigaMX,21,0,0,1,0,0,1,0,0,2091.5,1389.0
Salvador Mariscal,Santos,LigaMX,20,0,0,1,0,0,0,0,0,2091.5,1389.0
Salvador Reyes Chávez,América,LigaMX,25,0,1,15,1,0.0,3,2,2,1174.5,1213.5
Samir Santos,UANL,LigaMX,29,0,0,36,3,0.0,5,2,0,1473.0,1061.5
Santiago Muñóz,Santos,LigaMX,21,0,1,9,0,0.0,11,3,3,1138.0,1389.0
Santiago Naveda,América,LigaMX,22,0,0,6,0,0.0,1,0,0,1999.0,1389.0
Santiago Ormeño,FC Juárez,LigaMX,29,1,0,2,0,0.0,2,0,1,1948.5,1132.5
Santiago Trigos,UNAM,LigaMX,21,0,1,32,3,0.0,11,5,5,754.0,1061.5
Sebastian Santos,León,LigaMX,20,0,0,4,2,0.0,3,1,0,1895.0,1118.0
Sebastien Salles-Lamonge,Atlético,LigaMX,27,0,0,19,1,0.0,11,2,5,1271.5,1213.5
Sebastián Cáceres,América,LigaMX,24,0,0,9,1,0.0,4,0,0,1938.0,1213.5
Sebastián Fierro,UANL,LigaMX,22,0,0,12,0,0,5,0,1,1770.5,1389.0
Sebastián Jurado,Cruz Azul,LigaMX,26,0,0,0,0,0,0,0,0,2149.5,1389.0
Sebastián Martínez,América,LigaMX,20,0,0,0,0,0,0,0,0,2149.5,1389.0
Sebastián Olmedo,Puebla,LigaMX,22,0,0,23,0,0,6,3,3,1257.5,1389.0
Sebastián Pérez Bouquet,FC Juárez,LigaMX,20,0,2,21,1,0.0,16,5,6,721.0,1213.5
Sebastián Saucedo,FC Juárez,LigaMX,26,1,0,17,4,0.07,24,3,7,1168.0,520.0
Sebastián Vegas,Monterrey,LigaMX,27,1,0,43,3,0.1,18,5,7,916.5,526.5
Sergio Adrián Flores,Mazatlán,LigaMX,28,0,0,41,0,0.0,10,2,5,1125.5,1389.0
Sergio Barreto,Pachuca,LigaMX,24,0,1,44,2,0.0,8,1,4,952.5,1118.0
Sergio Canales,Monterrey,LigaMX,32,3,0,28,2,0.14,12,4,8,1013.0,428.5
Sergio De los Ríos,América,LigaMX,20,0,0,1,0,0,0,0,0,2091.5,1389.0
Stefan Medina,Monterrey,LigaMX,31,1,0,63,1,0.11,24,9,12,698.5,667.0
Tiago Volpi,Toluca,LigaMX,33,4,0,1,0,0,2,2,0,1870.5,998.0
Tomás Belmonte,Toluca,LigaMX,25,1,1,28,1,0.13,8,3,3,936.0,651.0
Ulises Rivas,UNAM,LigaMX,27,2,0,38,5,0.14,14,5,7,939.0,332.5
Unai Bilbao,Atlético,LigaMX,29,5,0,39,3,0.12,15,4,5,1030.5,365.0
Uriel Antuna,Cruz Azul,LigaMX,26,5,4,33,10,0.1,42,21,21,233.0,234.5
Uziel García,Atlético,LigaMX,22,0,0,5,1,0.0,3,0,0,2018.0,1213.5
Valber Huerta,Toluca,LigaMX,30,0,1,103,2,0.0,18,7,3,614.0,1118.0
Ventura Alvarado,Mazatlán,LigaMX,31,0,0,4,0,0.0,2,0,0,2030.5,1389.0
Vicente Poggi,Necaxa,LigaMX,21,0,1,29,2,0.0,13,2,6,876.5,1118.0
Victor Lopez,Monterrey,LigaMX,20,2,1,16,4,0.22,13,4,7,858.0,321.0
Vitinho,Atlético,LigaMX,22,6,1,31,17,0.17,37,13,15,481.0,116.0
Vladimir Loroña,UANL,LigaMX,25,0,0,6,0,0.0,3,1,2,1688.5,1389.0
Víctor Arteaga,Toluca,LigaMX,19,0,0,1,0,0,1,1,1,1848.5,1389.0
Víctor Dávila,León,LigaMX,26,0,1,20,4,0.0,15,5,7,785.5,1017.5
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,5,0.0,33,19,17,186.0,981.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,5,0.0,33,1,2,902.0,981.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,5,0.0,4,19,17,186.0,981.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,5,0.0,4,1,2,902.0,981.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,0,0.0,33,19,17,186.0,1389.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,0,0.0,33,1,2,902.0,1389.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,0,0.0,4,19,17,186.0,1389.0
Víctor Guzmán,Guadalajara,LigaMX,28,0,3,58,0,0.0,4,1,2,902.0,1389.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,5,0.0,33,19,17,658.5,981.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,5,0.0,33,1,2,1374.5,981.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,5,0.0,4,19,17,658.5,981.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,5,0.0,4,1,2,1374.5,981.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,0,0.0,33,19,17,658.5,1389.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,0,0.0,33,1,2,1374.5,1389.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,0,0.0,4,19,17,658.5,1389.0
Víctor Guzmán,Monterrey,LigaMX,21,0,0,37,0,0.0,4,1,2,1374.5,1389.0
Waldo Madrid,Necaxa,LigaMX,20,0,0,2,0,0,3,1,0,1920.5,1389.0
Willer Ditta,Cruz Azul,LigaMX,26,1,0,31,3,0.13,9,5,3,1118.5,499.0
William Tesillo,León,LigaMX,33,0,0,34,0,0.0,19,9,10,823.5,1389.0
Zahid Muñoz,Guadalajara,LigaMX,22,0,0,0,0,0,1,0,0,2149.5,1389.0
Álvaro Fidalgo,América,LigaMX,26,1,1,139,4,0.11,36,25,14,250.5,471.0
Ángel Jordán Acosta,Monterrey,LigaMX,18,0,0,2,0,0,0,0,0,2056.0,1389.0
Ángel Mena,León,LigaMX,35,2,3,87,8,0.08,84,30,45,52.5,348.0
Ángel Márquez,Atlas,LigaMX,23,0,0,25,2,0.0,19,4,8,1035.5,1118.0
Ángel Robles,Puebla,LigaMX,22,0,1,2,2,0.0,9,0,3,1539.5,1118.0
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,12,0.24,17,2,9,1156.5,103.5
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,12,0.24,17,2,4,1289.5,103.5
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,12,0.24,9,2,9,1156.5,103.5
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,12,0.24,9,2,4,1289.5,103.5
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,4,0.33,17,2,9,1156.5,190.0
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,4,0.33,17,2,4,1289.5,190.0
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,4,0.33,9,2,9,1156.5,190.0
Ángel Sepúlveda,Cruz Azul,LigaMX,32,6,0,21,4,0.33,9,2,4,1289.5,190.0
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,12,0.24,17,2,9,1257.0,148.5
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,12,0.24,17,2,4,1390.0,148.5
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,12,0.24,9,2,9,1257.0,148.5
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,12,0.24,9,2,4,1390.0,148.5
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,4,0.33,17,2,9,1257.0,235.0
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,4,0.33,17,2,4,1390.0,235.0
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,4,0.33,9,2,9,1257.0,235.0
Ángel Sepúlveda,Querétaro,LigaMX,32,3,0,11,4,0.33,9,2,4,1390.0,235.0
Ángel Zaldívar,Atlético,LigaMX,29,2,0,6,3,0.17,5,2,2,1603.0,394.0
Ángel Zapata,FC Juárez,LigaMX,22,1,1,26,1,0.2,14,4,9,728.5,594.5
Édgar Méndez,Necaxa,LigaMX,34,2,0,15,8,0.08,14,0,1,1742.0,348.0
Édgar Yoel Bárcenas,Mazatlán,LigaMX,30,1,3,27,7,0.04,26,14,9,448.5,469.5
Érick Aguirre,Monterrey,LigaMX,26,0,0,25,0,0.0,12,7,6,985.5,1389.0
Óscar Manzanarez,Querétaro,LigaMX,28,0,0,18,0,0.0,11,2,2,1423.0,1389.0
Óscar Ustari,Pachuca,LigaMX,37,0,0,0,0,0,2,0,0,2149.5,1389.0
Abdoul Guiebre,Modena,Serie-B,26,0,0,12,1,0.0,16,7,8,1046.5,1117.0
Adrian Benedyczak,Parma,Serie-B,23,7,1,31,5,0.1,26,12,11,513.0,254.0
Adrian Bernabe,Parma,Serie-B,22,5,3,149,13,0.14,71,36,29,37.5,128.0
Adrian Šemper,Como,Serie-B,25,0,0,0,0,0,3,0,1,1853.0,1274.5
Ahmad Benali,Bari,Serie-B,31,0,0,46,0,0.0,22,8,8,790.5,1274.5
Akpa Chukwu Hemsley,Bari,Serie-B,19,1,0,0,1,1.0,0,0,0,1950.5,488.0
Alberto Cerri,Como,Serie-B,27,1,0,4,3,0.2,9,1,6,1428.0,406.5
Albin Ekdal,Spezia,Serie-B,34,0,0,24,0,0.0,10,1,5,1261.0,1274.5
Aldo Florenzi,Cosenza,Serie-B,21,0,0,15,1,0.0,17,6,4,1159.0,1117.0
Alejandro Blanco,Como,Serie-B,25,0,0,0,0,0.0,3,0,0,1950.5,1274.5
Alessandro Arena,Pisa,Serie-B,23,1,0,26,5,0.08,21,8,11,841.0,443.0
Alessandro Arioli,Cosenza,Serie-B,20,1,0,4,1,0.33,3,0,1,1747.0,501.5
Alessandro Bellemo,Como,Serie-B,28,1,2,61,2,0.08,29,9,13,309.0,564.5
Alessandro Bianco,Reggiana,Serie-B,21,1,1,106,5,0.08,52,18,20,217.5,443.0
Alessandro Bianconi,Calcio Lecco 1912,Serie-B,24,1,0,20,1,0.5,4,0,3,1467.5,493.5
Alessandro Caporale,Calcio Lecco 1912,Serie-B,28,1,2,45,6,0.07,30,14,11,332.0,435.0
Alessandro Celli,Ternana,Serie-B,29,1,0,36,1,0.17,12,8,5,933.0,554.5
Alessandro Circati,Parma,Serie-B,20,1,0,34,3,0.2,3,0,0,1581.0,406.5
Alessandro De Vitis,Pisa,Serie-B,31,0,0,1,0,0,0,0,0,1900.0,1274.5
Alessandro Fontanarosa,Cosenza,Serie-B,20,0,0,45,1,0.0,9,1,2,1252.0,1117.0
Alessandro Gabrielloni,Como,Serie-B,29,3,0,21,7,0.13,30,8,15,831.0,217.5
Alessandro Marcandalli,Reggiana,Serie-B,21,0,0,29,1,0.0,4,0,3,1411.5,1117.0
Alessandro Micai,Cosenza,Serie-B,30,0,0,2,0,0,0,1,0,1761.0,1274.5
Alessandro Pietrelli,FeralpiSalò,Serie-B,21,0,0,0,0,0,0,0,0,1950.5,1274.5
Alessandro Pilati,FeralpiSalò,Serie-B,23,0,0,24,1,0.0,4,0,3,1442.5,1117.0
Alessandro Riccio,Modena,Serie-B,21,0,0,21,0,0.0,6,1,0,1544.0,1274.5
Alessandro Salvi,Cittadella,Serie-B,35,1,1,54,4,0.08,18,7,8,534.0,474.0
Alessandro Sersanti,Calcio Lecco 1912,Serie-B,21,1,0,48,5,0.05,27,6,11,765.0,485.0
Alessandro Tuia,Cremonese,Serie-B,33,0,0,12,0,0.0,1,2,0,1574.5,1274.5
